DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA-NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240505293,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1900,05,Harbor,0563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 W  14TH                         ST,,33.7315,-118.2879
242006725,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0100,20,Olympic,2074,1,330,BURGLARY FROM VEHICLE,0377 0344 1307 1609 1822,34,F,H,101,STREET,,,IC,Invest Cont,330,,,,1700 S  NORMANDIE                    AV,,34.0437,-118.3029
241104076,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0330,11,Northeast,1148,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,29,M,O,101,STREET,,,IC,Invest Cont,420,,,,100 E  AVENUE 44,,34.1051,-118.2107
240104157,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1045,01,Central,0142,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,23,M,C,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,400 W  5TH                          ST,,34.0519,-118.2531
240705408,02/02/2024 12:00:00 AM,01/30/2024 12:00:00 AM,1630,07,Wilshire,0789,1,330,BURGLARY FROM VEHICLE,1300 1822 1307 0344,54,F,H,101,STREET,,,IC,Invest Cont,330,,,,7TH                          AV,WASHINGTON,34.0399,-118.3248
241006345,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1800,10,West Valley,1063,1,330,BURGLARY FROM VEHICLE,1300 0358 1307 1609 1822 0344,42,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,18500    BURBANK                      BL,,34.1723,-118.536
241404469,01/11/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0001,14,Pacific,1453,2,649,DOCUMENT FORGERY / STOLEN FELONY,0377,86,F,H,710,OTHER PREMISE,,,IC,Invest Cont,649,,,,4200    ALLA                         RD,,33.9913,-118.4363
241806882,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2000,18,Southeast,1841,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,109TH                        PL,FIGUEROA,33.9365,-118.2826
240804087,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1230,08,West LA,0827,1,330,BURGLARY FROM VEHICLE,1822 1302 0344 0352,39,M,W,103,ALLEY,,,IC,Invest Cont,330,,,,11600    MONTANA                      AV,,34.0569,-118.4648
240500577,03/02/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1600,05,Harbor,0559,1,310,BURGLARY,1602 1607 0329 1601,0,X,X,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,310,,,,1000    WAYS                         ST,,33.7348,-118.2648
240604463,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2140,06,Hollywood,0646,2,888,TRESPASSING,1501 1822,0,X,X,503,HOTEL,,,IC,Invest Cont,888,,,,1500    CASSIL                       PL,,34.098,-118.3338
241204300,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2300,12,77th Street,1248,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1601 1300 0344 1822,38,M,H,101,STREET,,,IC,Invest Cont,331,,,,71ST                         ST,MENLO                        AV,33.9755,-118.2892
240205781,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1700,02,Rampart,0219,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 E  KENSINGTON                   RD,,34.0704,-118.2518
240108379,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0200,01,Central,0164,1,210,ROBBERY,1822 0334 0342 0400 0355 0416 0213,30,M,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,210,,,,600 S  SPRING                       ST,,34.046,-118.251
240606856,03/02/2024 12:00:00 AM,02/25/2024 12:00:00 AM,1130,06,Hollywood,0646,1,330,BURGLARY FROM VEHICLE,1822 0329 1609 1300 0344,34,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1500    VINE                         ST,,34.0987,-118.3337
241407042,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0200,14,Pacific,1475,1,330,BURGLARY FROM VEHICLE,1609 1307 0344,30,F,O,101,STREET,,,IC,Invest Cont,330,,,,8400    MCCONNELL                    AV,,33.9621,-118.4111
240800573,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1845,08,West LA,0883,1,761,BRANDISH WEAPON,2004 1822 1402 0334,45,M,H,101,STREET,107,OTHER FIREARM,AO,Adult Other,761,998,,,COTNER                       AV,OLYMPIC                      BL,34.0393,-118.4394
241604990,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1545,16,Foothill,1656,2,901,VIOLATION OF RESTRAINING ORDER,2038,72,M,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,901,,,,10300    SCOVILLE                     AV,,34.2561,-118.314
240506421,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1000,05,Harbor,0519,1,510,VEHICLE - STOLEN,,0,,,151,TOW YARD*,,,IC,Invest Cont,510,,,,1900    BLINN                        AV,,33.7988,-118.2464
241005234,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1400,10,West Valley,1049,1,330,BURGLARY FROM VEHICLE,1202 1300 1822 0344,78,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,330,,,,BALBOA                       BL,BURBANK                      BL,34.1722,-118.501
240108381,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2243,01,Central,0138,1,330,BURGLARY FROM VEHICLE,1300 0329 0344 1307,18,M,J,102,SIDEWALK,,,IC,Invest Cont,330,,,,E  4TH                          ST,S  LOS ANGELES                  ST,34.047,-118.2457
240404882,01/29/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0001,04,Hollenbeck,0499,2,649,DOCUMENT FORGERY / STOLEN FELONY,0601 0924,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,3300    NOAKES                       ST,,34.0142,-118.1958
240108313,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0045,01,Central,0181,1,210,ROBBERY,1822 0400 1231 0330 0916,46,M,O,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210,,,,1000 S  FIGUEROA                     ST,,34.0431,-118.2692
241204143,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0001,12,77th Street,1265,2,354,THEFT OF IDENTITY,0930,29,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 W  84TH                         PL,,33.9618,-118.3003
241106333,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1225,11,Northeast,1183,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1402 1822 0325 0344 0104,0,X,X,101,STREET,,,AO,Adult Other,440,998,,,1600 W  SUNSET                       BL,,34.0832,-118.2572
240205835,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1906,02,Rampart,0221,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0104 0344 0325,0,M,W,202,LIQUOR STORE,,,IC,Invest Cont,442,,,,4000    BEVERLY                      BL,,34.0777,-118.2961
241304582,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1800,13,Newton,1363,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,34,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,52ND                         ST,WADSWORTH                    AV,33.9958,-118.2587
240604086,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1200,06,Hollywood,0625,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0377 1606 0354 1300 1822 0344,45,M,H,101,STREET,,,IC,Invest Cont,331,,,,1900 N  HIGHLAND                     AV,,34.1052,-118.3375
240108364,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1400,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240307343,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2200,03,Southwest,0393,1,330,BURGLARY FROM VEHICLE,1822 0344 0329 1202 1601 1609 1307,63,F,B,101,STREET,,,IC,Invest Cont,330,,,,4000    8TH                          AV,,34.0109,-118.3262
241406350,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1800,14,Pacific,1431,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,37,F,W,409,BEAUTY SUPPLY STORE,,,IC,Invest Cont,745,,,,1300    ABBOT KINNEY                 BL,,33.9912,-118.4681
241705497,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2100,17,Devonshire,1729,2,946,OTHER MISCELLANEOUS CRIME,0372 1822,33,F,H,709,PUBLIC RESTROOM(INDOORS-INSIDE),,,IC,Invest Cont,946,,,,11100    BALBOA                       BL,,34.2757,-118.5144
240606828,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1600,06,Hollywood,0639,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1800 N  KINGSLEY                     DR,,34.1036,-118.3035
240207278,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2230,02,Rampart,0249,1,330,BURGLARY FROM VEHICLE,1300 0329 0344 1609 1307 1822 0321,57,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1100    INGRAHAM                     ST,,34.0517,-118.2637
241306948,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0500,13,Newton,1362,1,310,BURGLARY,1607 0344,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,4800 S  SAN PEDRO                    ST,,33.9994,-118.2696
241706536,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2316,17,Devonshire,1781,1,210,ROBBERY,1300 0216 1822 0334 0337 0302 0344,0,X,X,202,LIQUOR STORE,102,HAND GUN,IC,Invest Cont,210,,,,8900    DE SOTO                      AV,,34.2323,-118.5885
241905284,02/02/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1030,19,Mission,1972,2,813,CHILD ANNOYING (17YRS & UNDER),0558 0913 1259,16,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,8900    LEMONA                       AV,,34.2327,-118.4596
241605971,03/02/2024 12:00:00 AM,02/27/2024 12:00:00 AM,1130,16,Foothill,1658,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6800    QUINTON                      LN,,34.2481,-118.2794
241304081,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0950,13,Newton,1327,1,330,BURGLARY FROM VEHICLE,0344 0358 1307 1822,29,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,2000    COMPTON                      AV,,34.019,-118.2442
240207204,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2105,02,Rampart,0201,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0385,21,F,W,101,STREET,,,IC,Invest Cont,331,,,,1000 N  ALEXANDRIA                   AV,,34.0896,-118.2979
240705019,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1740,07,Wilshire,0719,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344,54,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,500    WILCOX                       AV,,34.079,-118.3308
241004089,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1200,10,West Valley,1011,1,210,ROBBERY,1822 0334 1300 0355 0916 0302 1310 0400,32,M,B,101,STREET,102,HAND GUN,AO,Adult Other,210,,,,SATICOY,TAMPA,34.2084,-118.5535
241404296,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1100,14,Pacific,1406,1,330,BURGLARY FROM VEHICLE,0344 1300 1606,30,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,3700    MOTOR                        AV,,34.024,-118.409
240606855,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0250,06,Hollywood,0677,2,888,TRESPASSING,1822 1606,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,5300    LA CRESTA                    CT,,34.0855,-118.3114
240104242,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1407,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240805264,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1530,08,West LA,0823,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 0377,46,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,800    ALMA REAL                    DR,,34.0428,-118.523
242004900,01/12/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1600,20,Olympic,2079,1,352,PICKPOCKET,1202 0344 1822,63,F,K,732,POST OFFICE,,,IC,Invest Cont,352,,,,2300 W  PICO                         BL,,34.0473,-118.2865
241704152,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0815,17,Devonshire,1717,2,354,THEFT OF IDENTITY,1822 0922,25,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,16500    RINALDI                      ST,,34.2792,-118.4911
240108363,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2202,01,Central,0142,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,400 W  5TH                          ST,,34.0519,-118.2531
240606815,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1000,06,Hollywood,0631,1,310,BURGLARY,0352 0329 0314 1822 1609 0344 1601,78,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,9300    NIGHTINGALE                  DR,,34.1047,-118.3898
240705392,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,1135,07,Wilshire,0743,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,35,M,W,101,STREET,,,IC,Invest Cont,331,,,,5700 W  OLYMPIC                      BL,,34.0574,-118.3536
241206094,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2200,12,77th Street,1241,1,330,BURGLARY FROM VEHICLE,0344,34,M,H,101,STREET,,,IC,Invest Cont,330,,,,W  63RD                         ST,11TH                         AV,33.9829,-118.3294
240706710,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0100,07,Wilshire,0701,1,330,BURGLARY FROM VEHICLE,0344,34,M,O,101,STREET,,,IC,Invest Cont,330,,,,600 N  EDINBURGH                    AV,,34.0816,-118.3637
241304122,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2004,13,Newton,1353,1,330,BURGLARY FROM VEHICLE,0202 0344 0358 1307 1822,57,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,600 E  45TH                         ST,,34.0025,-118.2653
241204613,01/10/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2000,12,77th Street,1263,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 W  84TH                         PL,,33.9618,-118.3068
240805357,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0740,08,West LA,0852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
241505621,02/02/2024 12:00:00 AM,01/31/2024 12:00:00 AM,2205,15,N Hollywood,1526,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,11600    VICTORY                      BL,,34.1867,-118.3851
242004077,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,2130,20,Olympic,2039,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,WILSHIRE                     BL,LA FAYETTE PARK,34.0614,-118.2833
240706631,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1925,07,Wilshire,0724,1,352,PICKPOCKET,1822 0344,26,F,W,402,MARKET,,,IC,Invest Cont,352,,,,6300 W  3RD                          ST,,34.0735,-118.3571
240905237,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0917,09,Van Nuys,0909,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1822 0325,0,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,7200    WOODMAN                      AV,,34.2012,-118.4312
241004051,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0135,10,West Valley,1004,2,755,BOMB SCARE,1822 0404 0403,0,M,O,701,HOSPITAL,501,BOMB THREAT,IC,Invest Cont,755,,,,18300    ROSCOE                       BL,,34.2208,-118.5317
240906738,03/13/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2245,09,Van Nuys,0969,1,330,BURGLARY FROM VEHICLE,0344 1300,51,F,W,101,STREET,,,IC,Invest Cont,330,,,,13200    HARTSOOK                     ST,,34.164,-118.4205
240706628,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2130,07,Wilshire,0752,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CRESCENT HEIGHTS,OLYMPIC,34.0588,-118.3695
240307124,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1830,03,Southwest,0395,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1822 0342 0344 1300 0385,33,M,H,101,STREET,,,IC,Invest Cont,331,,,,1700 W  42ND                         PL,,34.0064,-118.3089
241405452,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1904,14,Pacific,1425,1,310,BURGLARY,0351 0317 1609 0344,53,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,3100    COLBY                        AV,,34.0237,-118.4343
241605934,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1630,16,Foothill,1602,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VAN NUYS,DRONFIELD,34.2785,-118.4051
240805304,02/05/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0800,08,West LA,0853,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700    BELOIT                       AV,,34.0466,-118.4471
240304071,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,2300,03,Southwest,0331,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1606 0344 0385 1300,21,F,H,101,STREET,,,IC,Invest Cont,331,,,,WEST VIEW                    ST,FIR                          ST,34.0283,-118.3492
241005201,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,2100,10,West Valley,1004,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,KESWICK,RESEDA,34.2102,-118.5361
240108293,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,0800,01,Central,0171,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 W  OLYMPIC                      BL,,34.0461,-118.2674
240305943,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1550,03,Southwest,0325,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,52,F,H,402,MARKET,,,IC,Invest Cont,440,,,,2600 S  VERMONT                      AV,,34.0328,-118.2916
240307115,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0001,03,Southwest,0395,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,4100 S  WESTERN                      AV,,34.0099,-118.3089
241504070,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1700,15,N Hollywood,1519,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10500    VICTORY                      BL,,34.1909,-118.3654
241305783,02/08/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0635,13,Newton,1391,1,330,BURGLARY FROM VEHICLE,1609 0344 1307,27,F,H,101,STREET,,,IC,Invest Cont,330,,,,S  BROADWAY,W  67TH                         ST,33.979,-118.2783
240404027,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1700,04,Hollenbeck,0407,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4400    FLORIZEL                     ST,,34.0871,-118.1929
240605775,02/02/2024 12:00:00 AM,01/17/2024 12:00:00 AM,2000,06,Hollywood,0632,1,330,BURGLARY FROM VEHICLE,1609 1307,25,M,W,101,STREET,,,IC,Invest Cont,330,,,,8100 W  SUNSET                       BL,,34.098,-118.3657
241704021,01/02/2024 12:00:00 AM,01/02/2024 12:00:00 AM,0630,17,Devonshire,1749,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16000    DEVONSHIRE                   ST,,34.261,-118.4807
240108413,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2230,01,Central,0112,1,520,VEHICLE - ATTEMPT STOLEN,1300 1501 2004,0,X,X,101,STREET,,,IC,Invest Cont,520,,,,MAIN,TEMPLE,34.0541,-118.2417
240700502,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1824,07,Wilshire,0724,1,761,BRANDISH WEAPON,1402 0334 2004 1266 1822,28,M,H,415,THE GROVE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,998,,,100    THE GROVE                    DR,,34.0736,-118.3563
241405415,02/02/2024 12:00:00 AM,01/24/2024 12:00:00 AM,1200,14,Pacific,1483,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9300    LINCOLN                      BL,,33.9568,-118.429
240304062,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1700,03,Southwest,0337,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VAN BUREN                    PL,30TH                         ST,34.0259,-118.297
241605952,03/02/2024 12:00:00 AM,02/29/2024 12:00:00 AM,1041,16,Foothill,1651,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,9700    LAUREL CANYON                BL,,34.2463,-118.4189
241106319,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1930,11,Northeast,1162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 N  MADISON                      AV,,34.0909,-118.2893
241204142,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,0505,12,77th Street,1256,2,354,THEFT OF IDENTITY,,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7300 S  VERMONT                      AV,,33.9736,-118.2915
241404159,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1000,14,Pacific,1434,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3600    REDWOOD                      AV,,34.0022,-118.449
241306994,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1500,13,Newton,1331,2,940,EXTORTION,0913 0344 0432,19,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,100 E  31ST                         ST,,34.021,-118.2711
241306972,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1020,13,Newton,1351,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,4000 S  MAIN                         ST,,34.0075,-118.2775
241905291,02/02/2024 12:00:00 AM,02/02/2024 12:00:00 AM,0310,19,Mission,1908,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,57,M,W,101,STREET,,,IC,Invest Cont,331,,,,13100    AZTEC                        ST,,34.3201,-118.4182
240506416,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2330,05,Harbor,0514,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,PACIFIC COAST                HY,WILMINGTON                   BL,33.7906,-118.275
241004041,01/02/2024 12:00:00 AM,01/01/2024 12:00:00 AM,1700,10,West Valley,1063,1,520,VEHICLE - ATTEMPT STOLEN,1822 1607 1300 1402,42,M,W,108,PARKING LOT,,,IC,Invest Cont,520,998,,,18600    CLARK                        ST,,34.1709,-118.5384
241206088,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2100,12,77th Street,1213,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,35,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,745,,,,5200 S  GRAMERCY                     PL,,33.995,-118.3138
241104104,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1600,11,Northeast,1134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,65,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,2200    CAZADOR                      DR,,34.1055,-118.2326
241204154,01/03/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1800,12,77th Street,1245,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500 S  VERMONT                      AV,,33.9766,-118.2919
241105256,02/03/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1600,11,Northeast,1141,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 N  ALEXANDRIA                   AV,,34.1018,-118.2984
241405480,02/04/2024 12:00:00 AM,02/02/2024 12:00:00 AM,2200,14,Pacific,1472,1,310,BURGLARY,1601 0358,47,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,7600    EARLDOM                      AV,,33.9528,-118.4424
241906405,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1700,19,Mission,1999,1,330,BURGLARY FROM VEHICLE,1609 0344,49,M,H,701,HOSPITAL,,,IC,Invest Cont,330,,,,8000    WOODMAN                      AV,,34.2166,-118.4309
241806886,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0600,18,Southeast,1863,2,354,THEFT OF IDENTITY,0930 1822,48,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11600    AVALON                       BL,,33.9292,-118.2652
240404089,01/04/2024 12:00:00 AM,01/02/2024 12:00:00 AM,1430,04,Hollenbeck,0408,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0329 0385,24,F,H,101,STREET,,,IC,Invest Cont,331,,,,4700 N  HUNTINGTON DR,,34.086,-118.1827
